workerid,proliferate.condition,blank_location,category,internal_node_id,nameType,names,pronouns,response,rt,sentence,stimID,stimType,stimulus,success,time_elapsed,trial_index,trial_type,word_count,error
3857,Pilot,2,,0.0-6.0-0.18,youName,,,Benny,1552,"Last week, Benny accidentally kissed the neighbor at the party.",targ_17,symm,,,195380,24,rsvp,10,
3857,Pilot,3,,0.0-6.0-0.19,weName,,,Jake,775,Everyone laughed when Jake told the joke at recess.,targ_11,nonreverse,,,198996,25,rsvp,9,
3857,Pilot,5,,0.0-6.0-0.20,youName,,,Juan,1207,"Yesterday afternoon, the dog bit Juan on the leg.",targ_01,reverse_bias,,,202716,26,rsvp,9,
3857,Pilot,4,,0.0-6.0-0.21,weName,,,Spencer,1095,"To win the game, Spencer chose the player with the blue tee.",targ_23,symm,,,206703,27,rsvp,12,
3857,Pilot,4,,0.0-6.0-0.22,filler,,,forgot,3320,The assistant Oscar trained forgot the list of coffee orders. ,fill_16,center_embedding,,,212776,28,rsvp,10,
3857,Pilot,4,,0.0-6.0-0.23,youName,,,Jose,918,It was nice of Jose to thank the mean customer.,targ_22,symm,,,216406,29,rsvp,10,
3857,Pilot,1,,0.0-6.0-0.24,filler,,,rumor,2958,"The rumor about Eduardo spread quickly, and the one about Malik did too.",fill_11,vp_ellip,,,222407,30,rsvp,13,
3857,Pilot,4,,0.0-6.0-0.25,youName,,,India,2198,"To help with studying, India quizzed the student.",targ_03,reverse_bias,,,226996,31,rsvp,8,
3857,Pilot,3,,0.0-6.0-0.26,weName,,,Devon,1587,"Wanting good photos, Devon met the photographer in-person.",targ_24,symm,,,231070,32,rsvp,8,
3857,Pilot,9,,0.0-6.0-0.27,filler,,,desk.,1922,While the student read the notes blew off the desk.,fill_03,garden_path,,,235907,33,rsvp,10,
3857,Pilot,4,,0.0-6.0-0.28,youName,,,Angela,1093,"To hide the gold, Angela buried the treasure.",targ_15,nonreverse,,,239322,34,rsvp,8,
3857,Pilot,4,,0.0-6.0-0.29,filler,,,chef,6217,While Alec orders the fish cooks in a pot.,fill_04,garden_path,,,248023,35,rsvp,9,
3857,Pilot,2,,0.0-6.0-0.30,weName,,,Bethany,1883,Everyone knew Bethany hit the red ball that broke the window.,targ_07,reverse_bias,,,253155,36,rsvp,11,
3857,Pilot,2,,0.0-6.0-0.31,youName,,,Ringo,1032,"This morning, Ringo flew the plane in an emergency.",targ_14,nonreverse,,,256835,37,rsvp,9,
3857,Pilot,4,,0.0-6.0-0.32,youName,,,Gina,1353,No one was surprised Gina caught the fish.,targ_08,reverse_bias,,,260519,38,rsvp,8,
3857,Pilot,4,,0.0-6.0-0.33,filler,,,deer,2356,While Ricardo hunted the deer ran away.,fill_02,garden_path,,,265048,39,rsvp,7,
3857,Pilot,1,,0.0-6.0-0.34,filler,,,"today,",2270,"Before today, Francisco had never considered running this red light.",fill_22,temporal_words,,,269923,40,rsvp,10,
3857,Pilot,10,,0.0-6.0-0.35,filler,,,motorcycle.,2998,"After the weekend is over, Marisa can finally ride her motorcycle.",fill_23,temporal_words,,,275922,41,rsvp,11,
3857,Pilot,6,,0.0-6.0-0.36,filler,,,two,2364,"Next month, the players will have two weeks of dress rehearsals.",fill_20,temporal_words,,,281494,42,rsvp,11,
3857,Pilot,2,,0.0-6.0-0.37,weName,,,Cassidy,1367,"Feeling bad, Cassidy fed the tabby cat some food.",targ_05,reverse_bias,,,285585,43,rsvp,9,
3857,Pilot,8,,0.0-6.0-0.38,filler,,,poetry,3976,"After next Friday, Adriana will prepare for the poetry contest.",fill_21,temporal_words,,,292190,44,rsvp,10,
3857,Pilot,1,,0.0-6.0-0.39,filler,,,message,2028,The message Nancy sent to her mom wasn't delivered.,fill_17,center_embedding,,,296662,45,rsvp,9,
3857,Pilot,1,,0.0-6.0-0.40,weName,,,Gabriela,2741,"Reluctantly, Gabriela hugged the judge even though they were in court.",targ_18,symm,,,302179,46,rsvp,10,
3857,Pilot,2,,0.0-6.0-0.41,youName,,,Paul,1524,"Earlier today, Paul treated the tall patient at the hospital.",targ_06,reverse_bias,,,306375,47,rsvp,10,
3857,Pilot,4,,0.0-6.0-0.42,weName,,,Chase,1129,It was rumored that Chase ruined the food.,targ_02,reverse_bias,,,309818,48,rsvp,8,
3857,Pilot,2,,0.0-6.0-0.43,weName,,,Seth,929,It was Seth who pursued the thief this morning.,targ_04,reverse_bias,,,313192,49,rsvp,9,
3857,Pilot,4,,0.0-6.0-0.44,weName,,,Carly,1472,It was revealed that Carly typed the mysterious letter.,targ_13,nonreverse,,,317100,50,rsvp,9,
3857,Pilot,9,,0.0-6.0-0.45,filler,,,month.,11018,"Grant vacuums weekly, and Joel usually does so every month.",fill_09,vp_ellip,,,330681,51,rsvp,10,
3857,Pilot,3,,0.0-6.0-0.46,filler,,,Tuesdays,3385,"Vincent works on Tuesdays, and Summer does on Thursdays too.",fill_08,vp_ellip,,,337374,52,rsvp,10,
3857,Pilot,5,,0.0-6.0-0.47,filler,,,cried.,2076,While Kara bathed the baby cried.,fill_01,garden_path,,,341818,53,rsvp,6,
3857,Pilot,,demoSurvey,0.0-7.0,,,,"{'age': '34', 'enjoy': 'Better than the average experiment', 'gender': 'Non-binary/Non-conforming', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'It was fun, and a little challenging at times.', 'education': 'Some college'}",25926,,,,,,367746,54,survey-html-form,,
3857,Pilot,,,0.0-8.0,,,,,,,,,,True,367748,55,fullscreen,,
3857,Pilot,,thanks,0.0-9.0,,,,0,1302,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,369050,56,html-button-response,,
3859,Pilot,,irb,0.0-0.0,,,,0,8786,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics and the University of Southern California Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the questions following the study. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,8787,0,html-button-response,,
3859,Pilot,,,0.0-1.0,,,,,2300,,,,,True,12089,1,fullscreen,,
3859,Pilot,,gameData,0.0-2.0,,"['Gabi', 'Jenny', 'Freddy', 'Leigh', 'Tom', 'Skip', 'Natasha', 'Marie', 'Todd', 'Jack', 'Carl', 'Jimmy']","[None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,139170,2,madlibs,,
3859,Pilot,,instructions,0.0-3.0,,,,0,16517,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">Instructions</h2>
    <p>In this experiment, you will read a series of 48 sentences that appear one word at a time in the center of the screen. Each trial will begin with a black '+' in the middle. Focus on this '+' and continue watching as the words replace it. The words are presented quickly, and you will not be able to review the sentence after it has passed.</p>
    <p>After each sentence, you will be asked to fill in a missing word that best completes the sentence. Please read carefully and do your best to understand the meaning of each sentence.</p>
    <p>The experiment will take about 10-15 minutes to complete.</p>
    <p>When you are ready, press 'Begin' to start.</p>
  </div>",,155688,3,html-button-response,,
3859,Pilot,4,practice,0.0-4.0,,,,sentence,6330,This is a practice sentence to help you get used to the task.,,,,,170069,4,rsvp,,
3859,Pilot,,instructions,0.0-5.0,,,,0,4449,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">End of Practice</h2>
    <p>You have completed the practice trial. The main experiment will now begin. Remember to read each sentence carefully and fill in the missing word after each sentence.</p>
    <p>When you are ready, press 'Continue' to start the main experiment.</p>
  </div>",,174520,5,html-button-response,,
3859,Pilot,3,,0.0-6.0-0.0,filler,,,days,4495,"Vincent works on Tuesdays, and Summer does on Thursdays too.",fill_08,vp_ellip,,,182759,6,rsvp,10,
3859,Pilot,2,,0.0-6.0-0.1,youName,,,Vincent,9969,"Earlier today, Jimmy treated the tall patient at the hospital.",targ_06,reverse_bias,,,196783,7,rsvp,10,
3859,Pilot,2,,0.0-6.0-0.2,weName,,,Bethany,3850,Everyone knew Bethany hit the red ball that broke the window.,targ_07,reverse_bias,,,204517,8,rsvp,11,
3859,Pilot,2,,0.0-6.0-0.3,weName,,,Seth,2955,It was Seth who pursued the thief this morning.,targ_04,reverse_bias,,,211008,9,rsvp,9,
3859,Pilot,3,,0.0-6.0-0.4,filler,,,coyote,3930,The squirrel the coyote chased found an acorn.,fill_15,center_embedding,,,218376,10,rsvp,8,
3859,Pilot,6,,0.0-6.0-0.5,filler,,,two,2246,"Next month, the players will have two weeks of dress rehearsals.",fill_20,temporal_words,,,224623,11,rsvp,11,
3859,Pilot,4,,0.0-6.0-0.6,weName,,,Chase,2275,It was rumored that Chase ruined the food.,targ_02,reverse_bias,,,230243,12,rsvp,8,
3859,Pilot,2,,0.0-6.0-0.7,youName,,,Carl,2201,"Feeling bad, Carl fed the tabby cat some food.",targ_05,reverse_bias,,,235569,13,rsvp,9,
3859,Pilot,2,,0.0-6.0-0.8,youName,,,Jack,1741,"This morning, Jack flew the plane in an emergency.",targ_14,nonreverse,,,240517,14,rsvp,9,
3859,Pilot,4,,0.0-6.0-0.9,weName,,,Angel,2876,It was no secret Angel despised the baker.,targ_21,symm,,,246486,15,rsvp,8,
3859,Pilot,1,,0.0-6.0-0.10,filler,,,rumor,2801,"The rumor about Eduardo spread quickly, and the one about Malik did too.",fill_11,vp_ellip,,,252979,16,rsvp,13,
3859,Pilot,6,,0.0-6.0-0.11,weName,,,Alejandro,7922,People are going to dance whenever Alejandro plays music.,targ_12,nonreverse,,,264183,17,rsvp,9,
3859,Pilot,3,,0.0-6.0-0.12,weName,,,Jack,2631,Everyone laughed when Jake told the joke at recess.,targ_11,nonreverse,,,269773,18,rsvp,9,
3859,Pilot,4,,0.0-6.0-0.13,youName,,,Todd,2247,"To win the game, Todd chose the player with the blue tee.",targ_23,symm,,,275481,19,rsvp,12,
3859,Pilot,3,,0.0-6.0-0.14,weName,,,Devon,2254,"Wanting good photos, Devon met the photographer in-person.",targ_24,symm,,,280359,20,rsvp,8,
3859,Pilot,11,,0.0-6.0-0.15,filler,,,green,3175,The laptop the officer pulled out of the bag had a green cover.,fill_18,center_embedding,,,286963,21,rsvp,13,
3859,Pilot,4,,0.0-6.0-0.16,filler,,,dusty,2923,While Jorge drove the dusty car veered into a ditch.,fill_05,garden_path,,,292928,22,rsvp,10,
3859,Pilot,5,,0.0-6.0-0.17,filler,,,cried,2369,While Kara bathed the baby cried.,fill_01,garden_path,,,297602,23,rsvp,6,
3859,Pilot,10,,0.0-6.0-0.18,filler,,,motorcar,4384,"After the weekend is over, Marisa can finally ride her motorcycle.",fill_23,temporal_words,,,305517,24,rsvp,11,
3859,Pilot,1,,0.0-6.0-0.19,filler,,,rusty,2570,The rusty pipes the plumber tried to repair burst.,fill_14,center_embedding,,,311123,25,rsvp,9,
3859,Pilot,2,,0.0-6.0-0.20,filler,,,Mother,3244,While the mother calms down the children sit on the bed.,fill_06,garden_path,,,317467,26,rsvp,11,
3859,Pilot,3,,0.0-6.0-0.21,youName,,,Marie,2380,No one knew Marie loved the puppy so much.,targ_20,symm,,,322533,27,rsvp,9,
3859,Pilot,2,,0.0-6.0-0.22,youName,,,Natasha,2652,"Last week, Natasha accidentally kissed the neighbor at the party.",targ_17,symm,,,328155,28,rsvp,10,
3859,Pilot,3,,0.0-6.0-0.23,youName,,,Skip,2308,It was wild Skip won the race yesterday.,targ_10,nonreverse,,,333493,29,rsvp,8,
3859,Pilot,1,,0.0-6.0-0.24,filler,,,message,3025,The message Nancy sent to her mom wasn't delivered.,fill_17,center_embedding,,,339210,30,rsvp,9,
3859,Pilot,5,,0.0-6.0-0.25,weName,,,Casey,2793,"Even though it was dark, Casey saw the driver last night.",targ_19,symm,,,345204,31,rsvp,11,
3859,Pilot,4,,0.0-6.0-0.26,youName,,,Tom,1739,It was nice of Tom to thank the mean customer.,targ_22,symm,,,349879,32,rsvp,10,
3859,Pilot,5,,0.0-6.0-0.27,youName,,,Leigh,1871,"Yesterday afternoon, the dog bit Leigh on the leg.",targ_01,reverse_bias,,,354543,33,rsvp,9,
3859,Pilot,9,,0.0-6.0-0.28,filler,,,month,8227,"Grant vacuums weekly, and Joel usually does so every month.",fill_09,vp_ellip,,,365705,34,rsvp,10,
3859,Pilot,4,,0.0-6.0-0.29,youName,,,Freddy,3792,"To help with studying, Freddy quizzed the student.",targ_03,reverse_bias,,,372451,35,rsvp,8,
3859,Pilot,8,,0.0-6.0-0.30,filler,,,,6407,"After next Friday, Adriana will prepare for the poetry contest.",fill_21,temporal_words,,,381829,36,rsvp,10,
3859,Pilot,3,,0.0-6.0-0.31,filler,,,two,5691,"The girl bought two stuffed animals, and the boy did too.",fill_10,vp_ellip,,,391166,37,rsvp,11,
3859,Pilot,4,,0.0-6.0-0.32,weName,,,Desiree,3648,"To hide the gold, Desiree buried the treasure.",targ_15,nonreverse,,,397428,38,rsvp,8,
3859,Pilot,12,,0.0-6.0-0.33,filler,,,influencer,5240,"The scandal about the actor was leaked, and the one about the influencer was too.",fill_12,vp_ellip,,,406345,39,rsvp,15,
3859,Pilot,1,,0.0-6.0-0.34,filler,,,afternoon,4363,"Tomorrow afternoon, the soccer team will visit the history museum.",fill_19,temporal_words,,,413648,40,rsvp,10,
3859,Pilot,4,,0.0-6.0-0.35,filler,,,fish,4612,While Alec orders the fish cooks in a pot.,fill_04,garden_path,,,421053,41,rsvp,9,
3859,Pilot,4,,0.0-6.0-0.36,weName,,,Carly,2572,It was revealed that Carly typed the mysterious letter.,targ_13,nonreverse,,,426418,42,rsvp,9,
3859,Pilot,1,,0.0-6.0-0.37,filler,,,today,2383,"Before today, Francisco had never considered running this red light.",fill_22,temporal_words,,,432023,43,rsvp,10,
3859,Pilot,4,,0.0-6.0-0.38,filler,,,forgot,5480,The assistant Oscar trained forgot the list of coffee orders. ,fill_16,center_embedding,,,440514,44,rsvp,10,
3859,Pilot,9,,0.0-6.0-0.39,filler,,,desk,2296,While the student read the notes blew off the desk.,fill_03,garden_path,,,446076,45,rsvp,10,
3859,Pilot,4,,0.0-6.0-0.40,filler,,,deer,2168,While Ricardo hunted the deer ran away.,fill_02,garden_path,,,450724,46,rsvp,7,
3859,Pilot,1,,0.0-6.0-0.41,filler,,,greeting,3107,The greeting cards the kids made were covered in glitter.,fill_13,center_embedding,,,456675,47,rsvp,10,
3859,Pilot,4,,0.0-6.0-0.42,youName,,,Carly,7394,"To meet the deadline, Jenny reviewed the paper quickly.",targ_09,nonreverse,,,466868,48,rsvp,9,
3859,Pilot,4,,0.0-6.0-0.43,youName,,,Gabi,3451,"Coming home last night, Gabi pulled the wagon.",targ_16,nonreverse,,,472918,49,rsvp,8,
3859,Pilot,1,,0.0-6.0-0.44,filler,,,night,3223,"Last month, people argued where to build the new post office in the town.",fill_24,temporal_words,,,480995,50,rsvp,14,
3859,Pilot,4,,0.0-6.0-0.45,weName,,,Dominique,4587,No one was surprised Dominique caught the fish.,targ_08,reverse_bias,,,488138,51,rsvp,8,
3859,Pilot,8,,0.0-6.0-0.46,filler,,,sister,3742,"The neighbor goes out with friends, and his sister does too.",fill_07,vp_ellip,,,495011,52,rsvp,11,
3859,Pilot,1,,0.0-6.0-0.47,weName,,,Rebecca,3559,"Reluctantly, Gabriela hugged the judge even though they were in court.",targ_18,symm,,,502014,53,rsvp,10,
3859,Pilot,,demoSurvey,0.0-7.0,,,,"{'age': '62', 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'education': 'Some college'}",33821,,,,,,535837,54,survey-html-form,,
3859,Pilot,,,0.0-8.0,,,,,,,,,,True,535838,55,fullscreen,,
3859,Pilot,,thanks,0.0-9.0,,,,0,2196,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,538035,56,html-button-response,,
3863,Pilot,,irb,0.0-0.0,,,,0,9928,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics and the University of Southern California Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the questions following the study. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,9933,0,html-button-response,,
3863,Pilot,,,0.0-1.0,,,,,5012,,,,,True,15950,1,fullscreen,,
3863,Pilot,,gameData,0.0-2.0,,"['Jack', 'Jeremy', 'Boniface', 'Cliff', 'Malvin', 'Ray', 'Jayson', 'Gregory', 'Alice', 'Stanley', 'Ken', 'Janeth']","[None, None, None, None, None, None, None, None, None, None, None, None]",,,,,,,,188167,2,madlibs,,
3863,Pilot,,instructions,0.0-3.0,,,,0,19557,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">Instructions</h2>
    <p>In this experiment, you will read a series of 48 sentences that appear one word at a time in the center of the screen. Each trial will begin with a black '+' in the middle. Focus on this '+' and continue watching as the words replace it. The words are presented quickly, and you will not be able to review the sentence after it has passed.</p>
    <p>After each sentence, you will be asked to fill in a missing word that best completes the sentence. Please read carefully and do your best to understand the meaning of each sentence.</p>
    <p>The experiment will take about 10-15 minutes to complete.</p>
    <p>When you are ready, press 'Begin' to start.</p>
  </div>",,207727,3,html-button-response,,
3863,Pilot,4,practice,0.0-4.0,,,,exercise,167576,This is a practice sentence to help you get used to the task.,,,,,398146,4,rsvp,,
3863,Pilot,,instructions,0.0-5.0,,,,0,12206,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
    <h2 style=""text-align: center;"">End of Practice</h2>
    <p>You have completed the practice trial. The main experiment will now begin. Remember to read each sentence carefully and fill in the missing word after each sentence.</p>
    <p>When you are ready, press 'Continue' to start the main experiment.</p>
  </div>",,410354,5,html-button-response,,
3863,Pilot,8,,0.0-6.0-0.0,filler,,,sister,29108,"The neighbor goes out with friends, and his sister does too.",fill_07,vp_ellip,,,470061,6,rsvp,11,
3863,Pilot,5,,0.0-6.0-0.1,youName,,,janeth,24186,"Even though it was dark, Janeth saw the driver last night.",targ_19,symm,,,505984,7,rsvp,11,
3863,Pilot,3,,0.0-6.0-0.2,filler,,, coyote,28762,The squirrel the coyote chased found an acorn.,fill_15,center_embedding,,,548896,8,rsvp,8,
3863,Pilot,1,,0.0-6.0-0.3,filler,,, message,18243,The message Nancy sent to her mom wasn't delivered.,fill_17,center_embedding,,,576058,9,rsvp,9,
3863,Pilot,2,,0.0-6.0-0.4,youName,,,Ken,15728,"Earlier today, Ken treated the tall patient at the hospital.",targ_06,reverse_bias,,,604160,10,rsvp,10,
3863,Pilot,4,,0.0-6.0-0.5,youName,,, stanley,15156,It was revealed that Stanley typed the mysterious letter.,targ_13,nonreverse,,,628493,11,rsvp,9,
3863,Pilot,1,,0.0-6.0-0.6,filler,,,afternoon,12378,"Tomorrow afternoon, the soccer team will visit the history museum.",fill_19,temporal_words,,,649495,12,rsvp,10,
3863,Pilot,1,,0.0-6.0-0.7,filler,,,month,14061,"Last month, people argued where to build the new post office in the town.",fill_24,temporal_words,,,675574,13,rsvp,14,
3863,Pilot,4,,0.0-6.0-0.8,weName,,,Dominique,22050,No one was surprised Dominique caught the fish.,targ_08,reverse_bias,,,704562,14,rsvp,8,
3863,Pilot,4,,0.0-6.0-0.9,youName,,,Alice,10819,"To help with studying, Alice quizzed the student.",targ_03,reverse_bias,,,724372,15,rsvp,8,
3863,Pilot,2,,0.0-6.0-0.10,youName,,,Gregory,7545,It was Gregory who pursued the thief this morning.,targ_04,reverse_bias,,,746182,16,rsvp,9,
3863,Pilot,4,,0.0-6.0-0.11,weName,,,Desiree,19915,"To hide the gold, Desiree buried the treasure.",targ_15,nonreverse,,,771223,17,rsvp,8,
3863,Pilot,9,,0.0-6.0-0.12,filler,,,desk,13024,While the student read the notes blew off the desk.,fill_03,garden_path,,,800617,18,rsvp,10,
3863,Pilot,1,,0.0-6.0-0.13,filler,,,rumor,17822,"The rumor about Eduardo spread quickly, and the one about Malik did too.",fill_11,vp_ellip,,,827608,19,rsvp,13,
3863,Pilot,4,,0.0-6.0-0.14,weName,,,colton,10259,It was nice of Colton to thank the mean customer.,targ_22,symm,,,845969,20,rsvp,10,
3863,Pilot,4,,0.0-6.0-0.15,filler,,,deer,10616,While Ricardo hunted the deer ran away.,fill_02,garden_path,,,864001,21,rsvp,7,
3863,Pilot,4,,0.0-6.0-0.16,filler,,,forgot,31151,The assistant Oscar trained forgot the list of coffee orders. ,fill_16,center_embedding,,,903604,22,rsvp,10,
3863,Pilot,3,,0.0-6.0-0.17,weName,,,jack,7035,Everyone laughed when Jake told the joke at recess.,targ_11,nonreverse,,,920670,23,rsvp,9,
3863,Pilot,4,,0.0-6.0-0.18,filler,,,fish,14574,While Alec orders the fish cooks in a pot.,fill_04,garden_path,,,940740,24,rsvp,9,
3863,Pilot,2,,0.0-6.0-0.19,youName,,,jayson,12596,"Last week, Jayson accidentally kissed the neighbor at the party.",targ_17,symm,,,961814,25,rsvp,10,
3863,Pilot,3,,0.0-6.0-0.20,filler,,,two,11820,"The girl bought two stuffed animals, and the boy did too.",fill_10,vp_ellip,,,989266,26,rsvp,11,
3863,Pilot,4,,0.0-6.0-0.21,youName,,,Ray,12501,"To meet the deadline, Ray reviewed the paper quickly.",targ_09,nonreverse,,,1013325,27,rsvp,9,
3863,Pilot,8,,0.0-6.0-0.22,filler,,,poetry,21873,"After next Friday, Adriana will prepare for the poetry contest.",fill_21,temporal_words,,,1041498,28,rsvp,10,
3863,Pilot,4,,0.0-6.0-0.23,youName,,,malvin,5988,It was no secret Malvin despised the baker.,targ_21,symm,,,1057136,29,rsvp,8,
3863,Pilot,4,,0.0-6.0-0.24,youName,,,cliff,5963,It was rumored that Cliff ruined the food.,targ_02,reverse_bias,,,1069009,30,rsvp,8,
3863,Pilot,4,,0.0-6.0-0.25,weName,,,spencer,4747,"To win the game, Spencer chose the player with the blue tee.",targ_23,symm,,,1080398,31,rsvp,12,
3863,Pilot,1,,0.0-6.0-0.26,filler,,,greeting,21417,The greeting cards the kids made were covered in glitter.,fill_13,center_embedding,,,1107628,32,rsvp,10,
3863,Pilot,4,,0.0-6.0-0.27,youName,,,Boniface,7623,"Coming home last night, Boniface pulled the wagon.",targ_16,nonreverse,,,1123296,33,rsvp,8,
3863,Pilot,3,,0.0-6.0-0.28,weName,,,Devon,19180,"Wanting good photos, Devon met the photographer in-person.",targ_24,symm,,,1148254,34,rsvp,8,
3863,Pilot,2,,0.0-6.0-0.29,weName,,,Cassidy,17624,"Feeling bad, Cassidy fed the tabby cat some food.",targ_05,reverse_bias,,,1176757,35,rsvp,9,
3863,Pilot,3,,0.0-6.0-0.30,filler,,,tuesdays,21937,"Vincent works on Tuesdays, and Summer does on Thursdays too.",fill_08,vp_ellip,,,1210672,36,rsvp,10,
3863,Pilot,1,,0.0-6.0-0.31,youName,,,jeremy,5091,"Reluctantly, Jeremy hugged the judge even though they were in court.",targ_18,symm,,,1225646,37,rsvp,10,
3863,Pilot,4,,0.0-6.0-0.32,filler,,,dusty,23889,While Jorge drove the dusty car veered into a ditch.,fill_05,garden_path,,,1254966,38,rsvp,10,
3863,Pilot,1,,0.0-6.0-0.33,filler,,,rusty,11497,The rusty pipes the plumber tried to repair burst.,fill_14,center_embedding,,,1277479,39,rsvp,9,
3863,Pilot,11,,0.0-6.0-0.34,filler,,,green,20511,The laptop the officer pulled out of the bag had a green cover.,fill_18,center_embedding,,,1308823,40,rsvp,13,
3863,Pilot,3,,0.0-6.0-0.35,weName,,,Daisy,11981,No one knew Daisy loved the puppy so much.,targ_20,symm,,,1331686,41,rsvp,9,
3863,Pilot,2,,0.0-6.0-0.36,weName,,,Bianca,22193,"This morning, Bianca flew the plane in an emergency.",targ_14,nonreverse,,,1377289,42,rsvp,9,
3863,Pilot,6,,0.0-6.0-0.37,filler,,,two,10701,"Next month, the players will have two weeks of dress rehearsals.",fill_20,temporal_words,,,1395581,43,rsvp,11,
3863,Pilot,2,,0.0-6.0-0.38,weName,,,Bethany,12688,Everyone knew Bethany hit the red ball that broke the window.,targ_07,reverse_bias,,,1415835,44,rsvp,11,
3863,Pilot,9,,0.0-6.0-0.39,filler,,,month,10964,"Grant vacuums weekly, and Joel usually does so every month.",fill_09,vp_ellip,,,1434592,45,rsvp,10,
3863,Pilot,5,,0.0-6.0-0.40,weName,,,Miguel,13892,"Yesterday afternoon, the dog bit Miguel on the leg.",targ_01,reverse_bias,,,1457895,46,rsvp,9,
3863,Pilot,10,,0.0-6.0-0.41,filler,,,motorcycle,16600,"After the weekend is over, Marisa can finally ride her motorcycle.",fill_23,temporal_words,,,1488953,47,rsvp,11,
3863,Pilot,5,,0.0-6.0-0.42,filler,,,cried,9890,While Kara bathed the baby cried.,fill_01,garden_path,,,1513855,48,rsvp,6,
3863,Pilot,1,,0.0-6.0-0.43,filler,,,today,29066,"Before today, Francisco had never considered running this red light.",fill_22,temporal_words,,,1550440,49,rsvp,10,
3863,Pilot,6,,0.0-6.0-0.44,weName,,,Alejandro,14800,People are going to dance whenever Alejandro plays music.,targ_12,nonreverse,,,1577639,50,rsvp,9,
3863,Pilot,2,,0.0-6.0-0.45,filler,,,mother,10453,While the mother calms down the children sit on the bed.,fill_06,garden_path,,,1596199,51,rsvp,11,
3863,Pilot,3,,0.0-6.0-0.46,youName,,,jack,3491,It was wild Jack won the race yesterday.,targ_10,nonreverse,,,1605960,52,rsvp,8,
3863,Pilot,12,,0.0-6.0-0.47,filler,,,influencer,12688,"The scandal about the actor was leaked, and the one about the influencer was too.",fill_12,vp_ellip,,,1624558,53,rsvp,15,
3863,Pilot,,demoSurvey,0.0-7.0,,,,"{'age': '60', 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': '', 'education': 'Hold a higher degree'}",42785,,,,,,1667346,54,survey-html-form,,
3863,Pilot,,,0.0-8.0,,,,,,,,,,True,1667350,55,fullscreen,,
3863,Pilot,,thanks,0.0-9.0,,,,0,1368,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,1668720,56,html-button-response,,
